#Magnetic field (mT)	Frequency (GHz)	Normalized transmission
82.0	2.140000000	1.001048150
82.5	2.090000000	0.997176474
82.5	2.090020000	0.998519904
82.5	2.090040000	0.999739485
82.5	2.090060000	0.997272010
82.5	2.090080000	0.998141776
82.5	2.090100000	0.996139941
82.5	2.090120000	0.998195352
82.5	2.090140100	0.998689977
82.5	2.090160100	0.997981450
82.5	2.090180100	0.996017726
82.5	2.090200100	1.001931977
82.5	2.090220100	0.999936865
82.5	2.090240100	1.000760245
82.5	2.090260100	0.999898307
82.5	2.090280100	0.998715052
82.5	2.090300100	0.995982328
82.5	2.090320100	0.996506406
82.5	2.090340100	0.998677772
82.5	2.090360100	0.999038440
82.5	2.090380200	0.999308581
82.5	2.090400200	0.999358329
82.5	2.090420200	0.998691917
82.5	2.090440200	0.997762351
82.5	2.090460200	0.998372869
82.5	2.090480200	0.998043013
82.5	2.090500200	0.999134208
82.5	2.090520200	1.000328127
82.5	2.090540200	0.999206993
82.5	2.090560200	0.999461300
82.5	2.090580200	0.999132266
82.5	2.090600200	1.000651431
82.5	2.090620200	1.000116500
82.5	2.090640300	0.998592411
82.5	2.090660300	0.999726155
82.5	2.090680300	0.998387729
82.5	2.090700300	0.999014066
82.5	2.090720300	0.997992689
82.5	2.090740300	1.001716912
82.5	2.090760300	0.998767822
82.5	2.090780300	0.998721889
82.5	2.090800300	1.000549515
82.5	2.090820300	0.999705647
82.5	2.090840300	0.998262362
82.5	2.090860300	1.000470626
82.5	2.090880400	0.997987448
82.5	2.090900400	0.998966814
82.5	2.090920400	0.998723085
82.5	2.090940400	1.000016719
82.5	2.090960400	0.999495585
82.5	2.090980400	1.001469774
82.5	2.091000400	1.001384834
82.5	2.091020400	0.996991996
82.5	2.091040400	1.000923493
82.5	2.091060400	0.999586755
82.5	2.091080400	0.997575682
82.5	2.091100400	0.999177774
82.5	2.091120400	0.998518528
82.5	2.091140500	0.999924773
82.5	2.091160500	0.996468891
82.5	2.091180500	1.001632747
82.5	2.091200500	1.000411416
82.5	2.091220500	0.999772226
82.5	2.091240500	1.000549436
82.5	2.091260500	0.998343263
82.5	2.091280500	0.999589390
82.5	2.091300500	1.000732701
82.5	2.091320500	0.998322026
82.5	2.091340500	1.001049430
82.5	2.091360500	0.998943791
82.5	2.091380600	1.001149913
82.5	2.091400600	0.998876423
82.5	2.091420600	1.000331676
82.5	2.091440600	1.000378943
82.5	2.091460600	0.999610075
82.5	2.091480600	1.002880808
82.5	2.091500600	0.996163625
82.5	2.091520600	1.000324378
82.5	2.091540600	1.000539620
82.5	2.091560600	0.999618291
82.5	2.091580600	1.001498293
82.5	2.091600600	1.003063897
82.5	2.091620600	0.999910785
82.5	2.091640700	1.000922000
82.5	2.091660700	1.000543267
82.5	2.091680700	1.000037835
82.5	2.091700700	1.001003875
82.5	2.091720700	0.999898130
82.5	2.091740700	1.001379220
82.5	2.091760700	0.999749199
82.5	2.091780700	0.999511573
82.5	2.091800700	0.999719267
82.5	2.091820700	0.998801120
82.5	2.091840700	1.000732382
82.5	2.091860700	0.998615632
82.5	2.091880800	1.001908344
82.5	2.091900800	1.001985763
82.5	2.091920800	1.001731278
82.5	2.091940800	1.002112537
82.5	2.091960800	1.002351822
82.5	2.091980800	1.001234603
82.5	2.092000800	1.003834336
82.5	2.092020800	0.998622097
82.5	2.092040800	0.999047821
82.5	2.092060800	1.001703320
82.5	2.092080800	1.000602377
82.5	2.092100800	0.998954206
82.5	2.092120800	1.001001577
82.5	2.092140900	1.001815545
82.5	2.092160900	1.001223914
82.5	2.092180900	1.001249003
82.5	2.092200900	0.999251166
82.5	2.092220900	1.002231887
82.5	2.092240900	1.003575857
82.5	2.092260900	0.999910849
82.5	2.092280900	1.001409584
82.5	2.092300900	1.000013802
82.5	2.092320900	1.004984083
82.5	2.092340900	0.999244950
82.5	2.092360900	0.999001592
82.5	2.092381000	1.000409757
82.5	2.092401000	1.004240697
82.5	2.092421000	1.000745181
82.5	2.092441000	1.000814156
82.5	2.092461000	0.999754262
82.5	2.092481000	1.001316868
82.5	2.092501000	1.001221563
82.5	2.092521000	1.003327580
82.5	2.092541000	1.001533665
82.5	2.092561000	1.001038427
82.5	2.092581000	1.001493286
82.5	2.092601000	1.000588442
82.5	2.092621000	1.002995234
82.5	2.092641100	0.999445518
82.5	2.092661100	1.001327072
82.5	2.092681100	1.000513125
82.5	2.092701100	1.000489124
82.5	2.092721100	0.999636267
82.5	2.092741100	1.001241949
82.5	2.092761100	1.001327910
82.5	2.092781100	0.999425573
82.5	2.092801100	1.002850388
82.5	2.092821100	1.004160281
82.5	2.092841100	1.000708146
82.5	2.092861100	1.001371750
82.5	2.092881200	1.001397958
82.5	2.092901200	1.001463237
82.5	2.092921200	1.000472780
82.5	2.092941200	0.999837565
82.5	2.092961200	1.003555809
82.5	2.092981200	1.002598998
82.5	2.093001200	1.003320676
82.5	2.093021200	1.000169753
82.5	2.093041200	1.002196036
82.5	2.093061200	1.001062527
82.5	2.093081200	0.999858952
82.5	2.093101200	1.001138205
82.5	2.093121200	0.999277002
82.5	2.093141300	1.001879900
82.5	2.093161300	1.002399625
82.5	2.093181300	1.003355974
82.5	2.093201300	1.002347358
82.5	2.093221300	1.002361376
82.5	2.093241300	1.002714078
82.5	2.093261300	0.999104504
82.5	2.093281300	1.000197667
82.5	2.093301300	1.002073955
82.5	2.093321300	0.999702386
82.5	2.093341300	0.999406342
82.5	2.093361300	0.999672607
82.5	2.093381400	0.998286379
82.5	2.093401400	1.002855531
82.5	2.093421400	1.000935800
82.5	2.093441400	1.000748371
82.5	2.093461400	0.999821179
82.5	2.093481400	1.000942879
82.5	2.093501400	1.002257647
82.5	2.093521400	1.003813277
82.5	2.093541400	1.001441918
82.5	2.093561400	1.002044527
82.5	2.093581400	1.003296619
82.5	2.093601400	1.000256086
82.5	2.093621400	0.999425283
82.5	2.093641500	0.999817819
82.5	2.093661500	1.001624304
82.5	2.093681500	1.003322178
82.5	2.093701500	1.000471907
82.5	2.093721500	1.002233956
82.5	2.093741500	0.999728575
82.5	2.093761500	1.001844176
82.5	2.093781500	1.000620117
82.5	2.093801500	1.001426922
82.5	2.093821500	1.001777967
82.5	2.093841500	1.001097024
82.5	2.093861500	1.000240528
82.5	2.093881600	0.999083151
82.5	2.093901600	1.001967135
82.5	2.093921600	1.003728375
82.5	2.093941600	1.001315435
82.5	2.093961600	1.000018086
82.5	2.093981600	0.998923853
82.5	2.094001600	1.001697289
82.5	2.094021600	1.000874211
82.5	2.094041600	0.999888415
82.5	2.094061600	1.000300443
82.5	2.094081600	1.001051046
82.5	2.094101600	1.001549399
82.5	2.094121600	1.001931115
82.5	2.094141700	1.002232690
82.5	2.094161700	1.001413823
82.5	2.094181700	1.000988851
82.5	2.094201700	1.000044533
82.5	2.094221700	1.001989984
82.5	2.094241700	1.001623748
82.5	2.094261700	1.002168362
82.5	2.094281700	1.000802095
82.5	2.094301700	1.001860646
82.5	2.094321700	1.002729340
82.5	2.094341700	1.001141172
82.5	2.094361700	0.998957512
82.5	2.094381800	1.001654097
82.5	2.094401800	1.001866852
82.5	2.094421800	1.001297633
82.5	2.094441800	0.999875251
82.5	2.094461800	1.001359899
82.5	2.094481800	1.001809095
82.5	2.094501800	1.001308247
82.5	2.094521800	1.003190973
82.5	2.094541800	0.999281477
82.5	2.094561800	1.000610161
82.5	2.094581800	0.999450250
82.5	2.094601800	1.002814614
82.5	2.094621800	1.001265562
82.5	2.094641900	1.000981530
82.5	2.094661900	1.000059737
82.5	2.094681900	0.999731151
82.5	2.094701900	1.003518678
82.5	2.094721900	1.003229512
82.5	2.094741900	1.000139300
82.5	2.094761900	0.999709322
82.5	2.094781900	1.001267446
82.5	2.094801900	0.999979983
82.5	2.094821900	1.001728600
82.5	2.094841900	0.999466971
82.5	2.094861900	0.999762581
82.5	2.094882000	1.001591475
82.5	2.094902000	0.999115200
82.5	2.094922000	1.000419324
82.5	2.094942000	1.000403350
82.5	2.094962000	1.002649663
82.5	2.094982000	1.001155062
82.5	2.095002000	1.000570960
82.5	2.095022000	1.001046154
82.5	2.095042000	1.002075330
82.5	2.095062000	1.002853402
82.5	2.095082000	1.000273231
82.5	2.095102000	1.002120402
82.5	2.095122000	1.003005871
82.5	2.095142100	1.000503719
82.5	2.095162100	1.002088335
82.5	2.095182100	0.999672330
82.5	2.095202100	1.002837122
82.5	2.095222100	1.000063894
82.5	2.095242100	1.002653239
82.5	2.095262100	1.001605938
82.5	2.095282100	1.000798713
82.5	2.095302100	1.000085783
82.5	2.095322100	1.003523708
82.5	2.095342100	1.000912677
82.5	2.095362100	1.001903772
82.5	2.095382200	1.000101998
82.5	2.095402200	1.000411111
82.5	2.095422200	1.001106402
82.5	2.095442200	1.000448511
82.5	2.095462200	0.997827612
82.5	2.095482200	1.000392586
82.5	2.095502200	0.999353377
82.5	2.095522200	1.002016048
82.5	2.095542200	1.001380531
82.5	2.095562200	1.000240842
82.5	2.095582200	0.998263285
82.5	2.095602200	0.999637381
82.5	2.095622200	1.001103208
82.5	2.095642300	0.999167571
82.5	2.095662300	1.002144383
82.5	2.095682300	1.001737403
82.5	2.095702300	0.998379282
82.5	2.095722300	1.000952936
82.5	2.095742300	1.000135018
82.5	2.095762300	1.002617748
82.5	2.095782300	0.999107620
82.5	2.095802300	1.001280097
82.5	2.095822300	0.999692136
82.5	2.095842300	0.998774161
82.5	2.095862300	0.999394722
82.5	2.095882400	1.002613778
82.5	2.095902400	1.000668167
82.5	2.095922400	1.002585183
82.5	2.095942400	0.999377257
82.5	2.095962400	1.000097346
82.5	2.095982400	0.998829064
82.5	2.096002400	0.999779209
82.5	2.096022400	0.999501535
82.5	2.096042400	0.999059639
82.5	2.096062400	1.000748385
82.5	2.096082400	0.999388430
82.5	2.096102400	1.000680007
82.5	2.096122400	0.999354252
82.5	2.096142500	0.999961021
82.5	2.096162500	0.998705719
82.5	2.096182500	0.998127428
82.5	2.096202500	1.001024786
82.5	2.096222500	0.998372157
82.5	2.096242500	0.999840396
82.5	2.096262500	0.997298205
82.5	2.096282500	0.998932367
82.5	2.096302500	1.000543726
82.5	2.096322500	1.000205300
82.5	2.096342500	1.000818723
82.5	2.096362500	1.000514028
82.5	2.096382600	0.998882282
82.5	2.096402600	0.999956263
82.5	2.096422600	0.998495916
82.5	2.096442600	1.000749712
82.5	2.096462600	1.000348207
82.5	2.096482600	0.999407068
82.5	2.096502600	0.999566470
82.5	2.096522600	0.999854112
82.5	2.096542600	0.998157191
82.5	2.096562600	0.998205799
82.5	2.096582600	1.000818635
82.5	2.096602600	1.001503391
82.5	2.096622600	0.996488548
82.5	2.096642700	0.999014331
82.5	2.096662700	0.999790719
82.5	2.096682700	1.000101507
82.5	2.096702700	1.000578256
82.5	2.096722700	0.997198780
82.5	2.096742700	0.998064747
82.5	2.096762700	0.997532360
82.5	2.096782700	1.002058025
82.5	2.096802700	0.999464903
82.5	2.096822700	0.998517950
82.5	2.096842700	1.001319691
82.5	2.096862700	1.001119194
82.5	2.096882800	0.997935311
82.5	2.096902800	0.998859089
82.5	2.096922800	0.997843918
82.5	2.096942800	1.000238246
82.5	2.096962800	0.999003369
82.5	2.096982800	0.998692073
82.5	2.097002800	0.997575345
82.5	2.097022800	0.998149093
82.5	2.097042800	0.999516415
82.5	2.097062800	0.998802110
82.5	2.097082800	0.998822639
82.5	2.097102800	0.998355718
82.5	2.097122800	0.998148249
82.5	2.097142900	0.999086317
82.5	2.097162900	1.001008730
82.5	2.097182900	0.998034782
82.5	2.097202900	0.999052124
82.5	2.097222900	0.999158820
82.5	2.097242900	0.999195144
82.5	2.097262900	0.999458837
82.5	2.097282900	0.999507989
82.5	2.097302900	0.998163047
82.5	2.097322900	0.998260107
82.5	2.097342900	1.001417913
82.5	2.097362900	0.997434662
82.5	2.097383000	0.998751930
82.5	2.097403000	1.000181014
82.5	2.097423000	0.997454039
82.5	2.097443000	0.999282756
82.5	2.097463000	0.999059506
82.5	2.097483000	1.001022487
82.5	2.097503000	0.996846927
82.5	2.097523000	0.999212434
82.5	2.097543000	0.999923901
82.5	2.097563000	0.998873254
82.5	2.097583000	0.998397616
82.5	2.097603000	0.997046473
82.5	2.097623000	1.001330822
82.5	2.097643100	0.998889606
82.5	2.097663100	0.998310778
82.5	2.097683100	0.999284712
82.5	2.097703100	0.998881786
82.5	2.097723100	0.999100930
82.5	2.097743100	0.998020588
82.5	2.097763100	0.998898375
82.5	2.097783100	1.000662170
82.5	2.097803100	0.997947114
82.5	2.097823100	0.997994714
82.5	2.097843100	0.998743177
82.5	2.097863100	1.000173010
82.5	2.097883200	0.998147826
82.5	2.097903200	0.999068607
82.5	2.097923200	0.998638790
82.5	2.097943200	0.998746849
82.5	2.097963200	1.000465081
82.5	2.097983200	0.999163868
82.5	2.098003200	0.998900727
82.5	2.098023200	0.999939585
82.5	2.098043200	0.997087719
82.5	2.098063200	1.001052251
82.5	2.098083200	1.001322444
82.5	2.098103200	1.000153202
82.5	2.098123200	0.999468552
82.5	2.098143300	1.000552012
82.5	2.098163300	0.998101652
82.5	2.098183300	0.999209733
82.5	2.098203300	0.997492555
82.5	2.098223300	0.999981228
82.5	2.098243300	0.999249199
82.5	2.098263300	1.002852122
82.5	2.098283300	0.998796506
82.5	2.098303300	0.998687833
82.5	2.098323300	1.000077099
82.5	2.098343300	0.998728250
82.5	2.098363300	1.000281106
82.5	2.098383400	0.996959765
82.5	2.098403400	0.996772211
82.5	2.098423400	0.996130740
82.5	2.098443400	0.998600878
82.5	2.098463400	0.998102228
82.5	2.098483400	0.999141247
82.5	2.098503400	1.000911392
82.5	2.098523400	1.000327616
82.5	2.098543400	1.003221929
82.5	2.098563400	0.999912177
82.5	2.098583400	0.999134443
82.5	2.098603400	0.997538663
82.5	2.098623400	0.999665322
82.5	2.098643500	0.998648272
82.5	2.098663500	0.999690494
82.5	2.098683500	0.998076556
82.5	2.098703500	0.997194860
82.5	2.098723500	0.999147814
82.5	2.098743500	0.998306594
82.5	2.098763500	0.997065805
82.5	2.098783500	0.999441068
82.5	2.098803500	1.000503577
82.5	2.098823500	0.999318292
82.5	2.098843500	0.998957278
82.5	2.098863500	0.998532331
82.5	2.098883600	0.999318063
82.5	2.098903600	0.998768136
82.5	2.098923600	1.002034807
82.5	2.098943600	0.997741588
82.5	2.098963600	1.000392855
82.5	2.098983600	0.998372883
82.5	2.099003600	0.999713856
82.5	2.099023600	1.002429724
82.5	2.099043600	0.997892826
82.5	2.099063600	0.998963580
82.5	2.099083600	1.000757839
82.5	2.099103600	0.998313828
82.5	2.099123600	1.001014721
82.5	2.099143700	1.000152065
82.5	2.099163700	0.999395747
82.5	2.099183700	0.997775073
82.5	2.099203700	0.999702079
82.5	2.099223700	1.000969244
82.5	2.099243700	1.001043533
82.5	2.099263700	1.000876607
82.5	2.099283700	0.999097234
82.5	2.099303700	1.001239832
82.5	2.099323700	1.000368078
82.5	2.099343700	0.998936715
82.5	2.099363700	0.997818085
82.5	2.099383800	0.998996724
82.5	2.099403800	0.999799464
82.5	2.099423800	1.000815289
82.5	2.099443800	0.998933801
82.5	2.099463800	0.997505347
82.5	2.099483800	1.001067017
82.5	2.099503800	0.997750651
82.5	2.099523800	0.999003671
82.5	2.099543800	0.999396319
82.5	2.099563800	0.997531009
82.5	2.099583800	1.000386822
82.5	2.099603800	1.001910245
82.5	2.099623800	0.999058735
82.5	2.099643900	0.999221515
82.5	2.099663900	1.000233229
82.5	2.099683900	0.999293654
82.5	2.099703900	0.998825866
82.5	2.099723900	0.999577982
82.5	2.099743900	0.999687317
82.5	2.099763900	1.001272029
82.5	2.099783900	1.001510107
82.5	2.099803900	0.998183966
82.5	2.099823900	0.998316489
82.5	2.099843900	1.000400155
82.5	2.099863900	1.001599752
82.5	2.099884000	0.999597638
82.5	2.099904000	1.000046130
82.5	2.099924000	0.998587899
82.5	2.099944000	0.997699300
82.5	2.099964000	0.997595747
82.5	2.099984000	0.999542613
82.5	2.100004000	0.998765179
82.5	2.100024000	0.999739094
82.5	2.100044000	0.999237358
82.5	2.100064000	0.999456171
82.5	2.100084000	1.001075771
82.5	2.100104000	1.000198046
82.5	2.100124000	1.000220862
82.5	2.100144100	0.997336408
82.5	2.100164100	1.000310188
82.5	2.100184100	0.998702452
82.5	2.100204100	0.996961867
82.5	2.100224100	1.001958040
82.5	2.100244100	1.000503193
82.5	2.100264100	1.001398141
82.5	2.100284100	1.000250529
82.5	2.100304100	0.998317666
82.5	2.100324100	0.998585329
82.5	2.100344100	1.001843567
82.5	2.100364100	1.001345626
82.5	2.100384200	1.002751703
82.5	2.100404200	0.997400352
82.5	2.100424200	0.999936877
82.5	2.100444200	1.000274075
82.5	2.100464200	0.999675158
82.5	2.100484200	0.998067692
82.5	2.100504200	1.001058494
82.5	2.100524200	0.999071276
82.5	2.100544200	0.999839641
82.5	2.100564200	1.001313545
82.5	2.100584200	0.999351323
82.5	2.100604200	0.999138983
82.5	2.100624200	0.998791362
82.5	2.100644300	0.998368954
82.5	2.100664300	1.001495069
82.5	2.100684300	0.999652199
82.5	2.100704300	0.998711151
82.5	2.100724300	1.001747310
82.5	2.100744300	0.998579127
82.5	2.100764300	0.997763808
82.5	2.100784300	0.998905312
82.5	2.100804300	1.000760977
82.5	2.100824300	0.996541792
82.5	2.100844300	1.000528664
82.5	2.100864300	0.998837452
82.5	2.100884400	0.998401259
82.5	2.100904400	0.998932477
82.5	2.100924400	1.000581943
82.5	2.100944400	0.998745084
82.5	2.100964400	0.998616791
82.5	2.100984400	0.998852335
82.5	2.101004400	0.999643694
82.5	2.101024400	0.999756274
82.5	2.101044400	0.999911845
82.5	2.101064400	0.998786364
82.5	2.101084400	1.000057481
82.5	2.101104400	1.001035176
82.5	2.101124400	1.000462655
82.5	2.101144500	0.999364455
82.5	2.101164500	0.999751876
82.5	2.101184500	0.998562207
82.5	2.101204500	1.000597794
82.5	2.101224500	0.999157783
82.5	2.101244500	0.998439673
82.5	2.101264500	1.000121358
82.5	2.101284500	0.999098010
82.5	2.101304500	1.000085672
82.5	2.101324500	1.000168763
82.5	2.101344500	0.999321975
82.5	2.101364500	1.000129205
82.5	2.101384600	0.999918164
82.5	2.101404600	1.000334899
82.5	2.101424600	0.998119416
82.5	2.101444600	1.000604976
82.5	2.101464600	1.000661255
82.5	2.101484600	1.001157676
82.5	2.101504600	1.003326194
82.5	2.101524600	1.000818079
82.5	2.101544600	1.001481209
82.5	2.101564600	1.000632928
82.5	2.101584600	0.999230078
82.5	2.101604600	0.996950692
82.5	2.101624600	1.000642588
82.5	2.101644700	1.000771360
82.5	2.101664700	1.002454728
82.5	2.101684700	1.001967172
82.5	2.101704700	1.000180747
82.5	2.101724700	0.999910347
82.5	2.101744700	1.001261249
82.5	2.101764700	1.000593849
82.5	2.101784700	0.999663589
82.5	2.101804700	0.999244908
82.5	2.101824700	1.000034168
82.5	2.101844700	0.997128683
82.5	2.101864700	0.998594925
82.5	2.101884800	1.000128114
82.5	2.101904800	0.999296883
82.5	2.101924800	1.000152456
82.5	2.101944800	0.999176601
82.5	2.101964800	0.999614693
82.5	2.101984800	0.998286351
82.5	2.102004800	1.000600032
82.5	2.102024800	1.000395705
82.5	2.102044800	0.998097004
82.5	2.102064800	0.999657924
82.5	2.102084800	0.997940737
82.5	2.102104800	1.000192094
82.5	2.102124800	1.000111708
82.5	2.102144900	1.001070457
82.5	2.102164900	1.000571194
82.5	2.102184900	0.999755668
82.5	2.102204900	0.999629543
82.5	2.102224900	0.999173644
82.5	2.102244900	0.998969286
82.5	2.102264900	1.000192470
82.5	2.102284900	0.999001190
82.5	2.102304900	1.000354799
82.5	2.102324900	1.002003974
82.5	2.102344900	1.001957056
82.5	2.102364900	0.996979211
82.5	2.102385000	1.000238439
82.5	2.102405000	0.999561675
82.5	2.102425000	0.999922710
82.5	2.102445000	1.002160427
82.5	2.102465000	1.000561522
82.5	2.102485000	0.997632818
82.5	2.102505000	1.001166567
82.5	2.102525000	1.001838531
82.5	2.102545000	0.998133898
82.5	2.102565000	0.998989933
82.5	2.102585000	1.000023833
82.5	2.102605000	0.999634005
82.5	2.102625100	1.000131463
82.5	2.102645100	0.999806892
82.5	2.102665100	0.999595277
82.5	2.102685100	1.001877326
82.5	2.102705100	1.000611946
82.5	2.102725100	1.001171670
82.5	2.102745100	0.999853231
82.5	2.102765100	0.999385147
82.5	2.102785100	0.998190910
82.5	2.102805100	0.999898610
82.5	2.102825100	1.001749659
82.5	2.102845100	1.000769995
82.5	2.102865100	1.000221840
82.5	2.102885200	1.000069293
82.5	2.102905200	0.999276375
82.5	2.102925200	0.999578904
82.5	2.102945200	1.000739010
82.5	2.102965200	0.999261401
82.5	2.102985200	1.001556561
82.5	2.103005200	1.000404956
82.5	2.103025200	1.000338248
82.5	2.103045200	0.999729599
82.5	2.103065200	0.997237296
82.5	2.103085200	1.000319675
82.5	2.103105200	0.999283223
82.5	2.103125300	1.001525098
82.5	2.103145300	1.001172348
82.5	2.103165300	1.001986434
82.5	2.103185300	1.001319617
82.5	2.103205300	1.001156208
82.5	2.103225300	1.000084745
82.5	2.103245300	1.000744122
82.5	2.103265300	1.000185792
82.5	2.103285300	0.997880422
82.5	2.103305300	1.000046423
82.5	2.103325300	1.000191842
82.5	2.103345300	1.000508295
82.5	2.103365300	0.998975686
82.5	2.103385400	1.000275318
82.5	2.103405400	1.000748977
82.5	2.103425400	1.001453170
82.5	2.103445400	0.998267484
82.5	2.103465400	1.001031272
82.5	2.103485400	1.001204870
82.5	2.103505400	0.998468347
82.5	2.103525400	1.002421308
82.5	2.103545400	1.000785415
82.5	2.103565400	0.998220157
82.5	2.103585400	1.000694110
82.5	2.103605400	0.999374219
82.5	2.103625500	0.999854268
82.5	2.103645500	1.002621664
82.5	2.103665500	1.000790340
82.5	2.103685500	1.000722503
82.5	2.103705500	1.001853727
82.5	2.103725500	1.001749562
82.5	2.103745500	1.000237530
82.5	2.103765500	0.998816877
82.5	2.103785500	1.002140790
82.5	2.103805500	0.999256308
82.5	2.103825500	0.999403923
82.5	2.103845500	1.000645031
82.5	2.103865500	1.001793082
82.5	2.103885600	1.000760217
82.5	2.103905600	1.002806644
82.5	2.103925600	0.999571500
82.5	2.103945600	1.000592793
82.5	2.103965600	1.001751424
82.5	2.103985600	1.000200366
82.5	2.104005600	0.999861839
82.5	2.104025600	0.997945261
82.5	2.104045600	0.999599409
82.5	2.104065600	1.000622247
82.5	2.104085600	1.002462099
82.5	2.104105600	1.000960900
82.5	2.104125700	1.001447964
82.5	2.104145700	1.000340096
82.5	2.104165700	0.999008906
82.5	2.104185700	0.998848076
82.5	2.104205700	0.999887431
82.5	2.104225700	1.001244343
82.5	2.104245700	0.998930644
82.5	2.104265700	1.002114375
82.5	2.104285700	1.001625430
82.5	2.104305700	1.001924018
82.5	2.104325700	1.001812458
82.5	2.104345700	1.000215231
82.5	2.104365700	0.999731081
82.5	2.104385800	1.000325646
82.5	2.104405800	1.001336680
82.5	2.104425800	1.002147259
82.5	2.104445800	1.001380792
82.5	2.104465800	1.000999859
82.5	2.104485800	0.998529780
82.5	2.104505800	1.000095270
82.5	2.104525800	1.001887069
82.5	2.104545800	1.001042845
82.5	2.104565800	1.001026459
82.5	2.104585800	1.001097079
82.5	2.104605800	1.002033125
82.5	2.104625900	1.001475305
82.5	2.104645900	0.999025154
82.5	2.104665900	0.998364313
82.5	2.104685900	1.000972442
82.5	2.104705900	1.001476103
82.5	2.104725900	0.998966002
82.5	2.104745900	1.002184595
82.5	2.104765900	1.002223508
82.5	2.104785900	1.001701203
82.5	2.104805900	0.999438450
82.5	2.104825900	0.999645141
82.5	2.104845900	1.001586387
82.5	2.104865900	0.999243002
82.5	2.104886000	1.000720403
82.5	2.104906000	0.999092395
82.5	2.104926000	1.000967556
82.5	2.104946000	1.002308462
82.5	2.104966000	1.004373839
82.5	2.104986000	1.000246604
82.5	2.105006000	1.001173575
82.5	2.105026000	1.000026641
82.5	2.105046000	1.001303215
82.5	2.105066000	1.000003570
82.5	2.105086000	0.998758848
82.5	2.105106000	0.999958505
82.5	2.105126100	1.000704627
82.5	2.105146100	1.001737994
82.5	2.105166100	0.999287912
82.5	2.105186100	1.002103252
82.5	2.105206100	1.001033494
82.5	2.105226100	0.999974779
82.5	2.105246100	1.002109857
82.5	2.105266100	1.000879679
82.5	2.105286100	1.001463349
82.5	2.105306100	1.001213504
82.5	2.105326100	1.001498464
82.5	2.105346100	1.000139839
82.5	2.105366100	1.002014295
82.5	2.105386200	0.999926212
82.5	2.105406200	1.002035009
82.5	2.105426200	1.000271255
82.5	2.105446200	1.000660329
82.5	2.105466200	1.001000923
82.5	2.105486200	1.000665495
82.5	2.105506200	1.001702419
82.5	2.105526200	1.001816480
82.5	2.105546200	1.002442504
82.5	2.105566200	1.000069368
82.5	2.105586200	1.000328239
82.5	2.105606200	1.002155432
82.5	2.105626300	1.001081511
82.5	2.105646300	0.999539245
82.5	2.105666300	1.002847884
82.5	2.105686300	1.000787970
82.5	2.105706300	1.000384013
82.5	2.105726300	1.002640541
82.5	2.105746300	1.001341192
82.5	2.105766300	1.001444200
82.5	2.105786300	1.000182569
82.5	2.105806300	1.000088446
82.5	2.105826300	1.002602865
82.5	2.105846300	1.001400203
82.5	2.105866300	0.999864990
82.5	2.105886400	1.001848847
82.5	2.105906400	1.001416507
82.5	2.105926400	0.999688375
82.5	2.105946400	1.000868777
82.5	2.105966400	1.000521658
82.5	2.105986400	1.002202658
82.5	2.106006400	1.002377615
82.5	2.106026400	1.000859630
82.5	2.106046400	0.998383026
82.5	2.106066400	0.999444216
82.5	2.106086400	1.001715589
82.5	2.106106400	1.001964674
82.5	2.106126500	1.001089937
82.5	2.106146500	1.001469279
82.5	2.106166500	0.998569671
82.5	2.106186500	0.999473112
82.5	2.106206500	0.999769222
82.5	2.106226500	1.002145579
82.5	2.106246500	1.000841768
82.5	2.106266500	1.001002777
82.5	2.106286500	0.999573877
82.5	2.106306500	1.000349288
82.5	2.106326500	1.000097270
82.5	2.106346500	1.000842689
82.5	2.106366500	1.001552120
82.5	2.106386600	1.001356684
82.5	2.106406600	1.002857773
82.5	2.106426600	1.002227912
82.5	2.106446600	1.000715893
82.5	2.106466600	1.001193003
82.5	2.106486600	1.000867344
82.5	2.106506600	0.999757311
82.5	2.106526600	1.003325067
82.5	2.106546600	1.000079425
82.5	2.106566600	1.002929088
82.5	2.106586600	1.001065784
82.5	2.106606600	1.000551192
82.5	2.106626700	0.999896219
82.5	2.106646700	1.002000143
82.5	2.106666700	1.000535487
82.5	2.106686700	1.001874252
82.5	2.106706700	1.002340527
82.5	2.106726700	1.003019141
82.5	2.106746700	1.001171913
82.5	2.106766700	1.001041194
82.5	2.106786700	0.999483660
82.5	2.106806700	1.003300787
82.5	2.106826700	1.000307013
82.5	2.106846700	1.001381309
82.5	2.106866700	1.000477564
82.5	2.106886800	0.999073866
82.5	2.106906800	1.001606847
82.5	2.106926800	0.999882178
82.5	2.106946800	0.999418023
82.5	2.106966800	0.999647497
82.5	2.106986800	1.000936428
82.5	2.107006800	0.999150625
82.5	2.107026800	1.000895278
82.5	2.107046800	0.999416633
82.5	2.107066800	1.002768452
82.5	2.107086800	1.000442905
82.5	2.107106800	1.001043988
82.5	2.107126900	1.001610896
82.5	2.107146900	1.001552474
82.5	2.107166900	0.999894046
82.5	2.107186900	1.000644849
82.5	2.107206900	1.000291787
82.5	2.107226900	1.001843533
82.5	2.107246900	1.001284868
82.5	2.107266900	1.000224328
82.5	2.107286900	0.999205651
82.5	2.107306900	0.999796834
82.5	2.107326900	1.001924024
82.5	2.107346900	0.998830811
82.5	2.107366900	1.001681906
82.5	2.107387000	1.002590895
82.5	2.107407000	1.000576088
82.5	2.107427000	0.999265264
